# Resource monitor: nav2_amcl (algorithm=amcl)
# timestamp_s  cpu_pct  ram_mb
1.0  9.00  28.7
2.0  7.00  28.8
3.0  8.00  28.8
4.0  7.00  28.8
5.0  9.00  28.8
6.0  8.00  28.8
7.0  7.00  28.8
8.0  8.00  28.9
9.0  9.00  28.9
10.0  7.00  28.9
11.0  9.00  28.9
12.0  10.00  29.0
13.0  8.00  29.0
14.0  8.00  29.0
15.0  9.00  29.0
16.0  8.00  29.0
17.0  9.00  29.0
18.0  8.00  29.0
19.0  9.00  29.0
20.0  9.00  29.0
21.0  9.00  29.0
22.0  8.00  29.0
23.0  8.00  29.0
24.0  9.00  29.0
25.0  9.00  29.1
26.0  9.00  29.1
27.0  8.00  29.1
28.0  9.00  29.1
29.0  9.00  29.1
30.0  7.00  29.1
31.0  9.00  29.1
32.0  9.00  29.1
33.0  8.00  29.1
34.0  8.00  29.1
35.0  9.00  29.1
36.0  9.00  29.1
37.0  9.00  29.1
38.0  8.00  29.1
39.0  9.00  29.1
40.0  9.00  29.1
41.0  8.00  29.1
42.0  9.00  29.1
43.0  8.00  29.1
44.0  8.00  29.1
45.0  9.00  29.1
46.0  8.00  29.1
47.0  10.00  29.1
48.0  8.00  29.1
49.0  8.00  29.1
50.0  9.00  29.1
51.0  8.00  29.1
52.0  9.00  29.1
53.0  9.00  29.1
54.0  9.00  29.1
55.0  8.00  29.1
56.0  10.00  29.1
57.0  8.00  29.1
58.0  8.00  29.1
59.0  9.00  29.1
60.0  9.00  29.1
61.0  8.00  29.1
62.0  8.00  29.1
63.0  9.00  29.1
64.0  9.00  29.1
65.0  9.00  29.1
66.0  9.00  29.1
67.0  8.00  29.1
68.0  10.00  29.1
69.0  9.00  29.1
70.0  8.00  29.1
71.0  9.00  29.1
72.0  8.00  29.1
73.0  8.00  29.1
74.0  9.00  29.1
75.0  9.00  29.1
76.0  9.00  29.1
77.0  8.00  29.1
78.0  9.00  29.1
79.0  8.00  29.1
80.0  9.00  29.1
81.0  9.00  29.1
82.0  8.00  29.1
83.0  9.00  29.1
84.0  8.00  29.1
85.0  9.00  29.1
86.0  9.00  29.1
87.0  9.00  29.1
88.0  8.00  29.1
89.0  8.00  29.2
90.0  10.00  29.2
91.0  8.00  29.2
92.0  9.00  29.2
93.0  9.00  29.2
94.0  8.00  29.2
95.0  9.00  29.2
96.0  9.00  29.2
97.0  9.00  29.2
98.0  8.00  29.2
99.0  9.00  29.2
100.0  8.00  29.2
101.0  9.00  29.2
102.0  9.00  29.2
103.0  8.00  29.2
104.0  9.00  29.2
105.0  9.00  29.2
106.0  8.00  29.2
107.0  9.00  29.2
108.0  9.00  29.2
109.0  9.00  29.2
110.0  7.00  29.2
111.0  9.00  29.2
112.0  10.00  29.2
113.0  8.00  29.2
114.0  8.00  29.2
115.0  9.00  29.2
116.0  9.00  29.2
117.0  9.00  29.2
118.0  9.00  29.2
119.0  8.00  29.2
120.0  9.00  29.2
121.0  9.00  29.2
122.0  8.00  29.2
123.0  9.00  29.2
124.0  8.00  29.2
125.0  9.00  29.2
126.0  9.00  29.2
127.0  8.00  29.2
128.0  9.00  29.2
129.0  8.00  29.2
130.0  9.00  29.2
131.0  9.00  29.2
132.0  9.00  29.2
133.0  8.00  29.2
134.0  9.00  29.2
135.0  8.00  29.2
136.0  9.00  29.2
137.0  9.00  29.2
138.0  9.00  29.2
139.0  8.00  29.2
140.0  9.00  29.2
141.0  9.00  29.2
142.0  9.00  29.2
143.0  9.00  29.2
144.0  7.00  29.2
145.0  9.00  29.2
146.0  9.00  29.2
147.0  9.00  29.2
148.0  8.00  29.2
149.0  9.00  29.2
150.0  9.00  29.2
151.0  9.00  29.2
152.0  9.00  29.2
153.0  8.00  29.3
154.0  9.00  29.3
155.0  9.00  29.3
156.0  8.00  29.3
157.0  9.00  29.3
158.0  9.00  29.3
159.0  8.00  29.3
160.0  9.00  29.3
161.0  9.00  29.3
162.0  8.00  29.3
163.0  9.00  29.3
164.0  9.00  29.3
165.0  9.00  29.3
166.0  8.00  29.3
167.0  9.00  29.3
168.0  8.00  29.3
169.0  8.00  29.3
170.0  9.00  29.3
171.0  9.00  29.3
172.0  9.00  29.3
173.0  8.00  29.3
174.0  9.00  29.3
175.0  8.00  29.3
176.0  9.00  29.3
177.0  9.00  29.3
178.0  8.00  29.3
179.0  8.00  29.3
180.0  10.00  29.3
181.0  8.00  29.3
182.0  8.00  29.3
183.0  9.00  29.3
184.0  9.00  29.3
185.0  9.00  29.3
186.0  9.00  29.3
187.0  7.00  29.3
188.0  9.00  29.3
189.0  9.00  29.3
190.0  9.00  29.3
191.0  8.00  29.3
192.0  9.00  29.3
193.0  9.00  29.3
194.0  9.00  29.3
195.0  9.00  29.3
196.0  8.00  29.3
197.0  8.00  29.3
198.1  9.00  29.3
199.1  8.00  29.3
200.1  9.00  29.3
201.1  9.00  29.3
202.1  8.00  29.3
203.1  9.00  29.3
204.1  9.00  29.3
205.1  9.00  29.3
206.1  8.00  29.3
207.1  9.00  29.3
208.1  8.00  29.3
209.1  8.00  29.3
210.1  10.00  29.3
211.1  8.00  29.3
212.1  9.00  29.4
213.1  8.00  29.4
214.1  9.00  29.4
215.1  8.00  29.4
216.1  9.00  29.4
217.1  9.00  29.4
218.1  8.00  29.4
219.1  9.00  29.4
220.1  9.00  29.4
221.1  8.00  29.4
222.1  9.00  29.4
223.1  8.00  29.4
224.1  10.00  29.4
225.1  9.00  29.4
226.1  9.00  29.4
227.1  9.00  29.4
228.1  8.00  29.4
229.1  8.00  29.4
230.1  9.00  29.4
231.1  9.00  29.4
232.1  8.00  29.4
233.1  10.00  29.4
234.1  8.00  29.4
235.1  9.00  29.4
236.1  8.00  29.4
237.1  8.00  29.4
238.1  10.00  29.4
239.1  8.00  29.4
240.1  8.00  29.4
241.1  9.00  29.4
242.1  9.00  29.4
243.1  9.00  29.4
244.1  8.00  29.4
245.1  9.00  29.4
246.1  8.00  29.4
247.1  8.00  29.4
248.1  10.00  29.4
249.1  8.00  29.4
250.1  9.00  29.4
251.1  8.00  29.4
252.1  9.00  29.4
253.1  10.00  29.4
254.1  7.00  29.4
255.1  10.00  29.4
256.1  7.00  29.4
257.1  10.00  29.4
258.1  8.00  29.4
259.1  9.00  29.4
260.1  9.00  29.4
261.1  7.00  29.4
262.1  10.00  29.4
263.1  8.00  29.4
264.1  8.00  29.4
265.1  9.00  29.4
266.1  9.00  29.4
267.1  9.00  29.5
268.1  8.00  29.5
269.1  10.00  29.5
270.1  7.00  29.5
271.1  9.00  29.5
272.1  9.00  29.5
273.1  9.00  29.5
274.1  9.00  29.5
275.1  8.00  29.5
276.1  9.00  29.5
277.1  9.00  29.5
278.1  8.00  29.5
279.1  9.00  29.5
280.1  9.00  29.5
281.1  8.00  29.5
282.1  9.00  29.5
283.1  8.00  29.5
284.1  9.00  29.5
285.1  8.00  29.5
286.1  9.00  29.5
287.1  9.00  29.5
288.1  8.00  29.5
289.1  9.00  29.5
290.1  9.00  29.5
291.1  8.00  29.5
292.1  9.00  29.5
293.1  9.00  29.5
294.1  9.00  29.5
295.1  9.00  29.5
296.1  9.00  29.5
297.1  8.00  29.5
298.1  9.00  29.5
299.1  8.00  29.5
300.1  8.00  29.5
301.1  9.00  29.5
302.1  9.00  29.5
303.1  9.00  29.5
304.1  9.00  29.5
305.1  8.00  29.5
306.1  9.00  29.5
307.1  8.00  29.5
308.1  10.00  29.5
309.1  9.00  29.5
310.1  9.00  29.5
311.1  8.00  29.5
312.1  9.00  29.5
313.1  8.00  29.6
314.1  9.00  29.6
315.1  8.00  29.6
316.1  9.00  29.6
317.1  9.00  29.6
318.1  8.00  29.6
319.1  10.00  29.6
320.1  8.00  29.6
321.1  10.00  29.6
322.1  8.00  29.6
323.1  9.00  29.6
324.1  8.00  29.6
325.1  8.00  29.6
326.1  9.00  29.6
327.1  8.00  29.6
328.1  9.00  29.6
329.1  9.00  29.6
330.1  9.00  29.6
331.1  8.00  29.6
332.1  10.00  29.6
333.1  8.00  29.6
334.1  9.00  29.6
335.1  9.00  29.6
336.1  8.00  29.6
337.1  8.00  29.6
338.1  9.00  29.6
339.1  9.00  29.6
340.1  8.00  29.6
341.1  10.00  29.6
342.1  7.00  29.6
343.1  10.00  29.6
344.1  9.00  29.6
345.1  7.00  29.6
346.1  10.00  29.6
347.1  9.00  29.6
348.1  8.00  29.6
349.1  9.00  29.6
350.1  8.00  29.6
351.1  9.00  29.6
352.1  9.00  29.6
353.1  8.00  29.6
354.1  9.00  29.6
355.1  8.00  29.6
356.1  9.00  29.6
357.1  8.00  29.6
358.1  10.00  29.6
359.1  8.00  29.6
360.1  8.00  29.6
361.1  9.00  29.6
362.1  9.00  29.6
363.1  8.00  29.6
364.1  9.00  29.6
365.1  9.00  29.6
366.1  8.00  29.6
367.1  9.00  29.6
368.1  9.00  29.6
369.1  9.00  29.6
370.1  8.00  29.6
371.1  8.00  29.6
372.1  9.00  29.6
